case_study,session_id,uid_local,group_local,uid_global,group_global,score,rank
case_study_2,15,uid6,3,case_study_2_15_uid6,case_study_2_15_3,4,5
case_study_2,15,uid6,4,case_study_2_15_uid6,case_study_2_15_4,4,4
case_study_2,15,uid6,5,case_study_2_15_uid6,case_study_2_15_5,4,7
case_study_2,15,uid6,6,case_study_2_15_uid6,case_study_2_15_6,4,8
case_study_2,15,uid6,7,case_study_2_15_uid6,case_study_2_15_7,5,1
case_study_2,15,uid6,8,case_study_2_15_uid6,case_study_2_15_8,3,9
case_study_2,15,uid6,9,case_study_2_15_uid6,case_study_2_15_9,3,10
case_study_2,15,uid20,10,case_study_2_15_uid20,case_study_2_15_10,4,3
case_study_2,15,uid20,1,case_study_2_15_uid20,case_study_2_15_1,4,5
case_study_2,15,uid20,2,case_study_2_15_uid20,case_study_2_15_2,3,7
case_study_2,15,uid20,3,case_study_2_15_uid20,case_study_2_15_3,5,2
case_study_2,15,uid20,4,case_study_2_15_uid20,case_study_2_15_4,4,4
case_study_2,15,uid20,5,case_study_2_15_uid20,case_study_2_15_5,3,8
case_study_2,15,uid20,6,case_study_2_15_uid20,case_study_2_15_6,3,10
case_study_2,15,uid20,7,case_study_2_15_uid20,case_study_2_15_7,5,1
case_study_2,15,uid20,8,case_study_2_15_uid20,case_study_2_15_8,4,6
case_study_2,15,uid20,9,case_study_2_15_uid20,case_study_2_15_9,3,9
case_study_2,15,uid17,10,case_study_2_15_uid17,case_study_2_15_10,4,4
case_study_2,15,uid17,1,case_study_2_15_uid17,case_study_2_15_1,4,5
case_study_2,15,uid17,2,case_study_2_15_uid17,case_study_2_15_2,4,8
case_study_2,15,uid17,3,case_study_2_15_uid17,case_study_2_15_3,4,6
case_study_2,15,uid17,4,case_study_2_15_uid17,case_study_2_15_4,5,1
case_study_2,15,uid17,5,case_study_2_15_uid17,case_study_2_15_5,4,9
case_study_2,15,uid17,6,case_study_2_15_uid17,case_study_2_15_6,3,10
case_study_2,15,uid17,7,case_study_2_15_uid17,case_study_2_15_7,5,2
case_study_2,15,uid17,8,case_study_2_15_uid17,case_study_2_15_8,4,7
case_study_2,15,uid17,9,case_study_2_15_uid17,case_study_2_15_9,4,3
case_study_2,15,uid5,10,case_study_2_15_uid5,case_study_2_15_10,3,8
case_study_2,15,uid5,1,case_study_2_15_uid5,case_study_2_15_1,5,2
case_study_2,15,uid5,2,case_study_2_15_uid5,case_study_2_15_2,4,6
case_study_2,15,uid5,3,case_study_2_15_uid5,case_study_2_15_3,5,1
case_study_2,15,uid5,4,case_study_2_15_uid5,case_study_2_15_4,4,5
case_study_2,15,uid5,5,case_study_2_15_uid5,case_study_2_15_5,4,7
case_study_2,15,uid5,6,case_study_2_15_uid5,case_study_2_15_6,3,9
case_study_2,15,uid5,7,case_study_2_15_uid5,case_study_2_15_7,5,3
case_study_2,15,uid5,8,case_study_2_15_uid5,case_study_2_15_8,5,4
case_study_2,15,uid5,9,case_study_2_15_uid5,case_study_2_15_9,3,10
case_study_2,15,uid13,10,case_study_2_15_uid13,case_study_2_15_10,5,3
case_study_2,15,uid13,1,case_study_2_15_uid13,case_study_2_15_1,4,6
case_study_2,15,uid13,2,case_study_2_15_uid13,case_study_2_15_2,4,7
case_study_2,15,uid13,3,case_study_2_15_uid13,case_study_2_15_3,5,4
case_study_2,15,uid13,4,case_study_2_15_uid13,case_study_2_15_4,4,5
case_study_2,15,uid13,5,case_study_2_15_uid13,case_study_2_15_5,5,2
case_study_2,15,uid13,6,case_study_2_15_uid13,case_study_2_15_6,3,10
case_study_2,15,uid13,7,case_study_2_15_uid13,case_study_2_15_7,5,1
case_study_2,15,uid13,8,case_study_2_15_uid13,case_study_2_15_8,3,8
case_study_2,15,uid13,9,case_study_2_15_uid13,case_study_2_15_9,3,9
case_study_2,15,uid18,10,case_study_2_15_uid18,case_study_2_15_10,5,2
case_study_2,15,uid18,1,case_study_2_15_uid18,case_study_2_15_1,5,5
case_study_2,15,uid18,2,case_study_2_15_uid18,case_study_2_15_2,5,7
case_study_2,15,uid18,3,case_study_2_15_uid18,case_study_2_15_3,4,8
case_study_2,15,uid18,4,case_study_2_15_uid18,case_study_2_15_4,5,6
case_study_2,15,uid18,5,case_study_2_15_uid18,case_study_2_15_5,5,4
case_study_2,15,uid18,6,case_study_2_15_uid18,case_study_2_15_6,4,10
case_study_2,15,uid18,7,case_study_2_15_uid18,case_study_2_15_7,4,9
case_study_2,15,uid18,8,case_study_2_15_uid18,case_study_2_15_8,5,3
case_study_2,15,uid18,9,case_study_2_15_uid18,case_study_2_15_9,5,1
case_study_2,15,uid7,10,case_study_2_15_uid7,case_study_2_15_10,5,4
case_study_2,15,uid7,1,case_study_2_15_uid7,case_study_2_15_1,5,7
case_study_2,15,uid7,2,case_study_2_15_uid7,case_study_2_15_2,5,8
case_study_2,15,uid7,3,case_study_2_15_uid7,case_study_2_15_3,5,6
case_study_2,15,uid7,4,case_study_2_15_uid7,case_study_2_15_4,5,1
case_study_2,15,uid7,5,case_study_2_15_uid7,case_study_2_15_5,5,2
case_study_2,15,uid7,6,case_study_2_15_uid7,case_study_2_15_6,4,10
case_study_2,15,uid7,7,case_study_2_15_uid7,case_study_2_15_7,5,5
case_study_2,15,uid7,8,case_study_2_15_uid7,case_study_2_15_8,4,9
case_study_2,15,uid7,9,case_study_2_15_uid7,case_study_2_15_9,5,3
case_study_2,15,uid16,10,case_study_2_15_uid16,case_study_2_15_10,4,2
case_study_2,15,uid16,1,case_study_2_15_uid16,case_study_2_15_1,4,7
case_study_2,15,uid16,2,case_study_2_15_uid16,case_study_2_15_2,3,9
case_study_2,15,uid16,4,case_study_2_15_uid16,case_study_2_15_4,4,4
case_study_2,15,uid16,3,case_study_2_15_uid16,case_study_2_15_3,3,8
case_study_2,15,uid16,5,case_study_2_15_uid16,case_study_2_15_5,4,6
case_study_2,15,uid16,6,case_study_2_15_uid16,case_study_2_15_6,3,10
case_study_2,15,uid16,7,case_study_2_15_uid16,case_study_2_15_7,4,1
case_study_2,15,uid16,8,case_study_2_15_uid16,case_study_2_15_8,4,5
case_study_2,15,uid16,9,case_study_2_15_uid16,case_study_2_15_9,4,3
case_study_2,15,uid11,10,case_study_2_15_uid11,case_study_2_15_10,4,7
case_study_2,15,uid11,1,case_study_2_15_uid11,case_study_2_15_1,4,5
case_study_2,15,uid11,2,case_study_2_15_uid11,case_study_2_15_2,4,8
case_study_2,15,uid11,3,case_study_2_15_uid11,case_study_2_15_3,5,1
case_study_2,15,uid11,4,case_study_2_15_uid11,case_study_2_15_4,4,6
case_study_2,15,uid11,5,case_study_2_15_uid11,case_study_2_15_5,5,4
case_study_2,15,uid11,6,case_study_2_15_uid11,case_study_2_15_6,3,10
case_study_2,15,uid11,7,case_study_2_15_uid11,case_study_2_15_7,5,3
case_study_2,15,uid11,8,case_study_2_15_uid11,case_study_2_15_8,5,2
case_study_2,15,uid11,9,case_study_2_15_uid11,case_study_2_15_9,4,9
case_study_2,15,uid19,10,case_study_2_15_uid19,case_study_2_15_10,5,1
case_study_2,15,uid19,1,case_study_2_15_uid19,case_study_2_15_1,4,5
case_study_2,15,uid19,2,case_study_2_15_uid19,case_study_2_15_2,4,6
case_study_2,15,uid19,3,case_study_2_15_uid19,case_study_2_15_3,5,4
case_study_2,15,uid19,4,case_study_2_15_uid19,case_study_2_15_4,4,7
case_study_2,15,uid19,5,case_study_2_15_uid19,case_study_2_15_5,4,9
case_study_2,15,uid19,6,case_study_2_15_uid19,case_study_2_15_6,3,10
case_study_2,15,uid19,7,case_study_2_15_uid19,case_study_2_15_7,5,3
case_study_2,15,uid19,8,case_study_2_15_uid19,case_study_2_15_8,4,8
case_study_2,15,uid19,9,case_study_2_15_uid19,case_study_2_15_9,5,2
case_study_2,15,uid3,10,case_study_2_15_uid3,case_study_2_15_10,5,3
case_study_2,15,uid3,1,case_study_2_15_uid3,case_study_2_15_1,5,1
case_study_2,15,uid3,2,case_study_2_15_uid3,case_study_2_15_2,3,10
case_study_2,15,uid3,3,case_study_2_15_uid3,case_study_2_15_3,4,7
case_study_2,15,uid3,4,case_study_2_15_uid3,case_study_2_15_4,5,5
case_study_2,15,uid3,5,case_study_2_15_uid3,case_study_2_15_5,5,6
case_study_2,15,uid3,6,case_study_2_15_uid3,case_study_2_15_6,4,9
case_study_2,15,uid3,8,case_study_2_15_uid3,case_study_2_15_8,5,2
case_study_2,15,uid3,9,case_study_2_15_uid3,case_study_2_15_9,4,8
case_study_2,15,uid3,7,case_study_2_15_uid3,case_study_2_15_7,5,4
case_study_2,15,uid10,10,case_study_2_15_uid10,case_study_2_15_10,5,2
case_study_2,15,uid10,1,case_study_2_15_uid10,case_study_2_15_1,5,5
case_study_2,15,uid10,2,case_study_2_15_uid10,case_study_2_15_2,4,8
case_study_2,15,uid10,3,case_study_2_15_uid10,case_study_2_15_3,4,9
case_study_2,15,uid10,4,case_study_2_15_uid10,case_study_2_15_4,5,4
case_study_2,15,uid10,5,case_study_2_15_uid10,case_study_2_15_5,5,1
case_study_2,15,uid10,6,case_study_2_15_uid10,case_study_2_15_6,3,10
case_study_2,15,uid10,7,case_study_2_15_uid10,case_study_2_15_7,5,3
case_study_2,15,uid10,9,case_study_2_15_uid10,case_study_2_15_9,4,7
case_study_2,15,uid10,8,case_study_2_15_uid10,case_study_2_15_8,4,6
case_study_2,15,uid2,9,case_study_2_15_uid2,case_study_2_15_9,4,7
case_study_2,15,uid2,1,case_study_2_15_uid2,case_study_2_15_1,4,4
case_study_2,15,uid2,10,case_study_2_15_uid2,case_study_2_15_10,4,2
case_study_2,15,uid2,2,case_study_2_15_uid2,case_study_2_15_2,4,5
case_study_2,15,uid2,3,case_study_2_15_uid2,case_study_2_15_3,3,8
case_study_2,15,uid2,4,case_study_2_15_uid2,case_study_2_15_4,4,3
case_study_2,15,uid2,5,case_study_2_15_uid2,case_study_2_15_5,5,1
case_study_2,15,uid2,6,case_study_2_15_uid2,case_study_2_15_6,3,10
case_study_2,15,uid2,7,case_study_2_15_uid2,case_study_2_15_7,3,9
case_study_2,15,uid2,8,case_study_2_15_uid2,case_study_2_15_8,4,6
case_study_2,15,uid9,1,case_study_2_15_uid9,case_study_2_15_1,5,5
case_study_2,15,uid9,10,case_study_2_15_uid9,case_study_2_15_10,4,6
case_study_2,15,uid9,2,case_study_2_15_uid9,case_study_2_15_2,4,8
case_study_2,15,uid9,3,case_study_2_15_uid9,case_study_2_15_3,5,4
case_study_2,15,uid9,4,case_study_2_15_uid9,case_study_2_15_4,5,3
case_study_2,15,uid9,5,case_study_2_15_uid9,case_study_2_15_5,5,1
case_study_2,15,uid9,6,case_study_2_15_uid9,case_study_2_15_6,4,9
case_study_2,15,uid9,7,case_study_2_15_uid9,case_study_2_15_7,5,2
case_study_2,15,uid9,8,case_study_2_15_uid9,case_study_2_15_8,4,7
case_study_2,15,uid9,9,case_study_2_15_uid9,case_study_2_15_9,4,10
case_study_2,15,uid14,1,case_study_2_15_uid14,case_study_2_15_1,4,9
case_study_2,15,uid14,2,case_study_2_15_uid14,case_study_2_15_2,4,10
case_study_2,15,uid14,3,case_study_2_15_uid14,case_study_2_15_3,4,5
case_study_2,15,uid14,4,case_study_2_15_uid14,case_study_2_15_4,5,2
case_study_2,15,uid14,5,case_study_2_15_uid14,case_study_2_15_5,5,1
case_study_2,15,uid14,6,case_study_2_15_uid14,case_study_2_15_6,4,6
case_study_2,15,uid14,7,case_study_2_15_uid14,case_study_2_15_7,4,7
case_study_2,15,uid14,8,case_study_2_15_uid14,case_study_2_15_8,4,4
case_study_2,15,uid14,9,case_study_2_15_uid14,case_study_2_15_9,4,8
case_study_2,15,uid14,10,case_study_2_15_uid14,case_study_2_15_10,4,3
case_study_2,16,uid1,2,case_study_2_16_uid1,case_study_2_16_2,4,5
case_study_2,16,uid1,1,case_study_2_16_uid1,case_study_2_16_1,4,7
case_study_2,16,uid1,3,case_study_2_16_uid1,case_study_2_16_3,4,6
case_study_2,16,uid1,4,case_study_2_16_uid1,case_study_2_16_4,5,1
case_study_2,16,uid1,5,case_study_2_16_uid1,case_study_2_16_5,3,9
case_study_2,16,uid1,6,case_study_2_16_uid1,case_study_2_16_6,4,4
case_study_2,16,uid1,7,case_study_2_16_uid1,case_study_2_16_7,5,2
case_study_2,16,uid1,8,case_study_2_16_uid1,case_study_2_16_8,3,8
case_study_2,16,uid1,9,case_study_2_16_uid1,case_study_2_16_9,4,3
case_study_2,16,uid2,1,case_study_2_16_uid2,case_study_2_16_1,4,5
case_study_2,16,uid2,2,case_study_2_16_uid2,case_study_2_16_2,5,1
case_study_2,16,uid2,3,case_study_2_16_uid2,case_study_2_16_3,3,8
case_study_2,16,uid2,4,case_study_2_16_uid2,case_study_2_16_4,5,3
case_study_2,16,uid2,5,case_study_2_16_uid2,case_study_2_16_5,3,9
case_study_2,16,uid2,6,case_study_2_16_uid2,case_study_2_16_6,5,4
case_study_2,16,uid2,7,case_study_2_16_uid2,case_study_2_16_7,5,2
case_study_2,16,uid2,8,case_study_2_16_uid2,case_study_2_16_8,4,7
case_study_2,16,uid2,9,case_study_2_16_uid2,case_study_2_16_9,4,6
case_study_2,16,uid10,1,case_study_2_16_uid10,case_study_2_16_1,4,7
case_study_2,16,uid10,2,case_study_2_16_uid10,case_study_2_16_2,5,1
case_study_2,16,uid10,3,case_study_2_16_uid10,case_study_2_16_3,5,4
case_study_2,16,uid10,4,case_study_2_16_uid10,case_study_2_16_4,4,8
case_study_2,16,uid10,5,case_study_2_16_uid10,case_study_2_16_5,3,9
case_study_2,16,uid10,6,case_study_2_16_uid10,case_study_2_16_6,5,2
case_study_2,16,uid10,7,case_study_2_16_uid10,case_study_2_16_7,4,6
case_study_2,16,uid10,9,case_study_2_16_uid10,case_study_2_16_9,5,5
case_study_2,16,uid10,8,case_study_2_16_uid10,case_study_2_16_8,5,3
case_study_2,16,uid5,1,case_study_2_16_uid5,case_study_2_16_1,4,4
case_study_2,16,uid5,2,case_study_2_16_uid5,case_study_2_16_2,4,3
case_study_2,16,uid5,3,case_study_2_16_uid5,case_study_2_16_3,5,2
case_study_2,16,uid5,4,case_study_2_16_uid5,case_study_2_16_4,3,7
case_study_2,16,uid5,5,case_study_2_16_uid5,case_study_2_16_5,3,8
case_study_2,16,uid5,6,case_study_2_16_uid5,case_study_2_16_6,4,6
case_study_2,16,uid5,7,case_study_2_16_uid5,case_study_2_16_7,5,1
case_study_2,16,uid5,8,case_study_2_16_uid5,case_study_2_16_8,2,9
case_study_2,16,uid5,9,case_study_2_16_uid5,case_study_2_16_9,4,5
case_study_2,16,uid13,7,case_study_2_16_uid13,case_study_2_16_7,5,5
case_study_2,16,uid13,1,case_study_2_16_uid13,case_study_2_16_1,5,4
case_study_2,16,uid13,2,case_study_2_16_uid13,case_study_2_16_2,3,9
case_study_2,16,uid13,3,case_study_2_16_uid13,case_study_2_16_3,4,6
case_study_2,16,uid13,4,case_study_2_16_uid13,case_study_2_16_4,5,2
case_study_2,16,uid13,5,case_study_2_16_uid13,case_study_2_16_5,5,1
case_study_2,16,uid13,6,case_study_2_16_uid13,case_study_2_16_6,4,7
case_study_2,16,uid13,8,case_study_2_16_uid13,case_study_2_16_8,4,8
case_study_2,16,uid13,9,case_study_2_16_uid13,case_study_2_16_9,5,3
case_study_2,16,uid4,1,case_study_2_16_uid4,case_study_2_16_1,5,3
case_study_2,16,uid4,2,case_study_2_16_uid4,case_study_2_16_2,5,2
case_study_2,16,uid4,3,case_study_2_16_uid4,case_study_2_16_3,5,7
case_study_2,16,uid4,4,case_study_2_16_uid4,case_study_2_16_4,4,8
case_study_2,16,uid4,5,case_study_2_16_uid4,case_study_2_16_5,3,9
case_study_2,16,uid4,6,case_study_2_16_uid4,case_study_2_16_6,5,6
case_study_2,16,uid4,7,case_study_2_16_uid4,case_study_2_16_7,5,5
case_study_2,16,uid4,8,case_study_2_16_uid4,case_study_2_16_8,5,1
case_study_2,16,uid4,9,case_study_2_16_uid4,case_study_2_16_9,5,4
case_study_2,16,uid18,1,case_study_2_16_uid18,case_study_2_16_1,3,6
case_study_2,16,uid18,2,case_study_2_16_uid18,case_study_2_16_2,4,5
case_study_2,16,uid18,3,case_study_2_16_uid18,case_study_2_16_3,3,7
case_study_2,16,uid18,4,case_study_2_16_uid18,case_study_2_16_4,4,4
case_study_2,16,uid18,5,case_study_2_16_uid18,case_study_2_16_5,3,8
case_study_2,16,uid18,6,case_study_2_16_uid18,case_study_2_16_6,4,2
case_study_2,16,uid18,7,case_study_2_16_uid18,case_study_2_16_7,4,1
case_study_2,16,uid18,8,case_study_2_16_uid18,case_study_2_16_8,3,9
case_study_2,16,uid18,9,case_study_2_16_uid18,case_study_2_16_9,4,3
case_study_2,16,uid15,1,case_study_2_16_uid15,case_study_2_16_1,4,3
case_study_2,16,uid15,2,case_study_2_16_uid15,case_study_2_16_2,3,6
case_study_2,16,uid15,3,case_study_2_16_uid15,case_study_2_16_3,2,7
case_study_2,16,uid15,4,case_study_2_16_uid15,case_study_2_16_4,4,2
case_study_2,16,uid15,5,case_study_2_16_uid15,case_study_2_16_5,2,8
case_study_2,16,uid15,6,case_study_2_16_uid15,case_study_2_16_6,3,5
case_study_2,16,uid15,7,case_study_2_16_uid15,case_study_2_16_7,5,1
case_study_2,16,uid15,8,case_study_2_16_uid15,case_study_2_16_8,2,9
case_study_2,16,uid15,9,case_study_2_16_uid15,case_study_2_16_9,3,4
case_study_2,16,uid3,1,case_study_2_16_uid3,case_study_2_16_1,4,6
case_study_2,16,uid3,2,case_study_2_16_uid3,case_study_2_16_2,4,3
case_study_2,16,uid3,3,case_study_2_16_uid3,case_study_2_16_3,4,5
case_study_2,16,uid3,4,case_study_2_16_uid3,case_study_2_16_4,3,7
case_study_2,16,uid3,5,case_study_2_16_uid3,case_study_2_16_5,3,9
case_study_2,16,uid3,6,case_study_2_16_uid3,case_study_2_16_6,4,2
case_study_2,16,uid3,7,case_study_2_16_uid3,case_study_2_16_7,5,1
case_study_2,16,uid3,8,case_study_2_16_uid3,case_study_2_16_8,3,8
case_study_2,16,uid3,9,case_study_2_16_uid3,case_study_2_16_9,4,4
case_study_2,16,uid11,1,case_study_2_16_uid11,case_study_2_16_1,4,4
case_study_2,16,uid11,2,case_study_2_16_uid11,case_study_2_16_2,3,6
case_study_2,16,uid11,3,case_study_2_16_uid11,case_study_2_16_3,3,7
case_study_2,16,uid11,4,case_study_2_16_uid11,case_study_2_16_4,4,5
case_study_2,16,uid11,5,case_study_2_16_uid11,case_study_2_16_5,2,8
case_study_2,16,uid11,6,case_study_2_16_uid11,case_study_2_16_6,5,2
case_study_2,16,uid11,8,case_study_2_16_uid11,case_study_2_16_8,1,9
case_study_2,16,uid11,7,case_study_2_16_uid11,case_study_2_16_7,4,3
case_study_2,16,uid11,9,case_study_2_16_uid11,case_study_2_16_9,5,1
case_study_2,16,uid16,1,case_study_2_16_uid16,case_study_2_16_1,5,1
case_study_2,16,uid16,2,case_study_2_16_uid16,case_study_2_16_2,4,6
case_study_2,16,uid16,3,case_study_2_16_uid16,case_study_2_16_3,4,5
case_study_2,16,uid16,4,case_study_2_16_uid16,case_study_2_16_4,5,2
case_study_2,16,uid16,5,case_study_2_16_uid16,case_study_2_16_5,2,9
case_study_2,16,uid16,6,case_study_2_16_uid16,case_study_2_16_6,4,4
case_study_2,16,uid16,7,case_study_2_16_uid16,case_study_2_16_7,4,3
case_study_2,16,uid16,8,case_study_2_16_uid16,case_study_2_16_8,3,8
case_study_2,16,uid16,9,case_study_2_16_uid16,case_study_2_16_9,4,7
case_study_2,16,uid9,1,case_study_2_16_uid9,case_study_2_16_1,3,7
case_study_2,16,uid9,2,case_study_2_16_uid9,case_study_2_16_2,4,5
case_study_2,16,uid9,3,case_study_2_16_uid9,case_study_2_16_3,3,8
case_study_2,16,uid9,4,case_study_2_16_uid9,case_study_2_16_4,4,3
case_study_2,16,uid9,6,case_study_2_16_uid9,case_study_2_16_6,5,2
case_study_2,16,uid9,7,case_study_2_16_uid9,case_study_2_16_7,5,1
case_study_2,16,uid9,8,case_study_2_16_uid9,case_study_2_16_8,3,9
case_study_2,16,uid9,9,case_study_2_16_uid9,case_study_2_16_9,4,4
case_study_2,16,uid9,5,case_study_2_16_uid9,case_study_2_16_5,3,6
case_study_2,16,uid14,1,case_study_2_16_uid14,case_study_2_16_1,4,6
case_study_2,16,uid14,2,case_study_2_16_uid14,case_study_2_16_2,4,4
case_study_2,16,uid14,3,case_study_2_16_uid14,case_study_2_16_3,4,5
case_study_2,16,uid14,4,case_study_2_16_uid14,case_study_2_16_4,5,1
case_study_2,16,uid14,5,case_study_2_16_uid14,case_study_2_16_5,3,9
case_study_2,16,uid14,6,case_study_2_16_uid14,case_study_2_16_6,4,7
case_study_2,16,uid14,7,case_study_2_16_uid14,case_study_2_16_7,5,2
case_study_2,16,uid14,8,case_study_2_16_uid14,case_study_2_16_8,3,8
case_study_2,16,uid14,9,case_study_2_16_uid14,case_study_2_16_9,4,3
case_study_2,16,uid6,1,case_study_2_16_uid6,case_study_2_16_1,4,6
case_study_2,16,uid6,2,case_study_2_16_uid6,case_study_2_16_2,5,2
case_study_2,16,uid6,3,case_study_2_16_uid6,case_study_2_16_3,4,7
case_study_2,16,uid6,4,case_study_2_16_uid6,case_study_2_16_4,4,5
case_study_2,16,uid6,5,case_study_2_16_uid6,case_study_2_16_5,3,9
case_study_2,16,uid6,6,case_study_2_16_uid6,case_study_2_16_6,4,3
case_study_2,16,uid6,7,case_study_2_16_uid6,case_study_2_16_7,5,1
case_study_2,16,uid6,8,case_study_2_16_uid6,case_study_2_16_8,3,8
case_study_2,16,uid6,9,case_study_2_16_uid6,case_study_2_16_9,4,4
case_study_2,16,uid17,1,case_study_2_16_uid17,case_study_2_16_1,4,6
case_study_2,16,uid17,2,case_study_2_16_uid17,case_study_2_16_2,5,2
case_study_2,16,uid17,3,case_study_2_16_uid17,case_study_2_16_3,2,9
case_study_2,16,uid17,4,case_study_2_16_uid17,case_study_2_16_4,4,4
case_study_2,16,uid17,5,case_study_2_16_uid17,case_study_2_16_5,3,7
case_study_2,16,uid17,6,case_study_2_16_uid17,case_study_2_16_6,4,5
case_study_2,16,uid17,7,case_study_2_16_uid17,case_study_2_16_7,5,1
case_study_2,16,uid17,8,case_study_2_16_uid17,case_study_2_16_8,3,8
case_study_2,16,uid17,9,case_study_2_16_uid17,case_study_2_16_9,4,3
case_study_2,16,uid8,1,case_study_2_16_uid8,case_study_2_16_1,4,6
case_study_2,16,uid8,2,case_study_2_16_uid8,case_study_2_16_2,5,3
case_study_2,16,uid8,3,case_study_2_16_uid8,case_study_2_16_3,3,7
case_study_2,16,uid8,4,case_study_2_16_uid8,case_study_2_16_4,5,2
case_study_2,16,uid8,5,case_study_2_16_uid8,case_study_2_16_5,3,8
case_study_2,16,uid8,6,case_study_2_16_uid8,case_study_2_16_6,4,5
case_study_2,16,uid8,7,case_study_2_16_uid8,case_study_2_16_7,5,1
case_study_2,16,uid8,8,case_study_2_16_uid8,case_study_2_16_8,3,9
case_study_2,16,uid8,9,case_study_2_16_uid8,case_study_2_16_9,4,4
case_study_2,16,uid7,1,case_study_2_16_uid7,case_study_2_16_1,4,2
case_study_2,16,uid7,2,case_study_2_16_uid7,case_study_2_16_2,3,6
case_study_2,16,uid7,3,case_study_2_16_uid7,case_study_2_16_3,3,7
case_study_2,16,uid7,4,case_study_2_16_uid7,case_study_2_16_4,3,8
case_study_2,16,uid7,5,case_study_2_16_uid7,case_study_2_16_5,3,9
case_study_2,16,uid7,6,case_study_2_16_uid7,case_study_2_16_6,4,1
case_study_2,16,uid7,7,case_study_2_16_uid7,case_study_2_16_7,4,5
case_study_2,16,uid7,8,case_study_2_16_uid7,case_study_2_16_8,4,3
case_study_2,16,uid7,9,case_study_2_16_uid7,case_study_2_16_9,4,4
case_study_2,16,uid12,1,case_study_2_16_uid12,case_study_2_16_1,4,3
case_study_2,16,uid12,2,case_study_2_16_uid12,case_study_2_16_2,4,4
case_study_2,16,uid12,3,case_study_2_16_uid12,case_study_2_16_3,3,7
case_study_2,16,uid12,4,case_study_2_16_uid12,case_study_2_16_4,5,2
case_study_2,16,uid12,5,case_study_2_16_uid12,case_study_2_16_5,2,9
case_study_2,16,uid12,6,case_study_2_16_uid12,case_study_2_16_6,4,5
case_study_2,16,uid12,7,case_study_2_16_uid12,case_study_2_16_7,5,1
case_study_2,16,uid12,8,case_study_2_16_uid12,case_study_2_16_8,2,8
case_study_2,16,uid12,9,case_study_2_16_uid12,case_study_2_16_9,4,6
case_study_3,17,uid3,1,case_study_3_17_uid3,case_study_3_17_1,5,4
case_study_3,17,uid7,1,case_study_3_17_uid7,case_study_3_17_1,4,6
case_study_3,17,uid10,1,case_study_3_17_uid10,case_study_3_17_1,4,6
case_study_3,17,uid13,1,case_study_3_17_uid13,case_study_3_17_1,4,4
case_study_3,17,uid14,1,case_study_3_17_uid14,case_study_3_17_1,4,4
case_study_3,17,uid9,1,case_study_3_17_uid9,case_study_3_17_1,4,4
case_study_3,17,uid23,1,case_study_3_17_uid23,case_study_3_17_1,3,5
case_study_3,17,uid19,1,case_study_3_17_uid19,case_study_3_17_1,5,4
case_study_3,17,uid4,1,case_study_3_17_uid4,case_study_3_17_1,4,5
case_study_3,17,uid2,1,case_study_3_17_uid2,case_study_3_17_1,5,2
case_study_3,17,uid20,1,case_study_3_17_uid20,case_study_3_17_1,3,6
case_study_3,17,uid11,1,case_study_3_17_uid11,case_study_3_17_1,5,3
case_study_3,17,uid6,1,case_study_3_17_uid6,case_study_3_17_1,4,3
case_study_3,17,uid8,1,case_study_3_17_uid8,case_study_3_17_1,4,6
case_study_3,17,uid21,1,case_study_3_17_uid21,case_study_3_17_1,5,3
case_study_3,17,uid1,1,case_study_3_17_uid1,case_study_3_17_1,5,2
case_study_3,17,uid16,1,case_study_3_17_uid16,case_study_3_17_1,4,3
case_study_3,17,uid5,1,case_study_3_17_uid5,case_study_3_17_1,5,3
case_study_3,17,uid15,1,case_study_3_17_uid15,case_study_3_17_1,4,3
case_study_3,17,uid22,1,case_study_3_17_uid22,case_study_3_17_1,4,4
case_study_3,17,uid12,1,case_study_3_17_uid12,case_study_3_17_1,4,6
case_study_3,17,uid17,1,case_study_3_17_uid17,case_study_3_17_1,5,4
case_study_3,17,uid20,2,case_study_3_17_uid20,case_study_3_17_2,5,4
case_study_3,17,uid7,2,case_study_3_17_uid7,case_study_3_17_2,5,4
case_study_3,17,uid23,2,case_study_3_17_uid23,case_study_3_17_2,4,4
case_study_3,17,uid3,2,case_study_3_17_uid3,case_study_3_17_2,5,1
case_study_3,17,uid2,2,case_study_3_17_uid2,case_study_3_17_2,4,4
case_study_3,17,uid9,2,case_study_3_17_uid9,case_study_3_17_2,5,1
case_study_3,17,uid5,2,case_study_3_17_uid5,case_study_3_17_2,5,2
case_study_3,17,uid4,2,case_study_3_17_uid4,case_study_3_17_2,5,2
case_study_3,17,uid2,4,case_study_3_17_uid2,case_study_3_17_4,4,5
case_study_3,17,uid16,2,case_study_3_17_uid16,case_study_3_17_2,4,1
case_study_3,17,uid11,2,case_study_3_17_uid11,case_study_3_17_2,5,1
case_study_3,17,uid10,2,case_study_3_17_uid10,case_study_3_17_2,5,2
case_study_3,17,uid21,2,case_study_3_17_uid21,case_study_3_17_2,5,2
case_study_3,17,uid12,2,case_study_3_17_uid12,case_study_3_17_2,5,5
case_study_3,17,uid15,2,case_study_3_17_uid15,case_study_3_17_2,5,1
case_study_3,17,uid19,2,case_study_3_17_uid19,case_study_3_17_2,5,1
case_study_3,17,uid1,2,case_study_3_17_uid1,case_study_3_17_2,5,3
case_study_3,17,uid22,2,case_study_3_17_uid22,case_study_3_17_2,4,3
